Holder,Shares,Date Reported,% Out,Value,ABV
Capital Research Global Investors,13480636,2021-09-29,0.086,516308358,MGP
Capital World Investors,12625000,2021-09-29,0.0806,483537500,MGP
"Barrow, Hanley Mewhinney & Strauss, LLC",9974880,2021-09-29,0.0637,382037904,MGP
"Vanguard Group, Inc. (The)",8358572,2021-09-29,0.053399999999999996,320133307,MGP
Kayne Anderson Rudnick Investment Management LLC,5607180,2021-09-29,0.0358,214754994,MGP
"Principal Financial Group, Inc.",5016520,2021-09-29,0.032,192132716,MGP
Blackstone Inc,4891395,2021-09-29,0.031200000000000002,187340428,MGP
Capital International Investors,4876722,2021-09-29,0.0311,186778452,MGP
JP Morgan Chase & Company,4048576,2021-09-29,0.0258,155060460,MGP
"American Century Companies, Inc.",3682243,2021-09-29,0.0235,141029906,MGP
