Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,13621710,2021-09-29,0.09369999999999999,2305474417,HSY
"Vanguard Group, Inc. (The)",13514929,2021-09-29,0.09300000000000001,2287401733,HSY
State Street Corporation,7222340,2021-09-29,0.049699999999999994,1222381045,HSY
"Renaissance Technologies, LLC",3265166,2021-09-29,0.0225,552629345,HSY
"Geode Capital Management, LLC",2930021,2021-09-29,0.0202,495906054,HSY
Victory Capital Management Inc.,2418597,2021-09-29,0.0166,409347542,HSY
Northern Trust Corporation,2113996,2021-09-29,0.014499999999999999,357793823,HSY
Bank of America Corporation,2043815,2021-09-29,0.0141,345915688,HSY
Janus Henderson Group PLC,1938408,2021-09-29,0.013300000000000001,328075554,HSY
Invesco Ltd.,1449085,2021-09-29,0.01,245257636,HSY
