Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8371826,2021-09-29,0.0962,106154753,SCS
Earnest Partners LLC,7855700,2021-09-29,0.09029999999999999,99610276,SCS
"Vanguard Group, Inc. (The)",7840948,2021-09-29,0.0901,99423220,SCS
Pzena Investment Management Llc,6000369,2021-09-29,0.069,76084678,SCS
"Cooke & Bieler, Inc",5896244,2021-09-29,0.0678,74764373,SCS
Dimensional Fund Advisors LP,4178425,2021-09-29,0.048,52982429,SCS
Victory Capital Management Inc.,2274808,2021-09-29,0.026099999999999998,28844565,SCS
New York State Common Retirement Fund,2233358,2021-09-29,0.025699999999999997,28318979,SCS
State Street Corporation,1909802,2021-09-29,0.0219,24216289,SCS
Bank of America Corporation,1578145,2021-09-29,0.0181,20010878,SCS
