Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1275991,2021-09-29,0.042800000000000005,12096394,BGR
Parametric Portfolio Associates,498725,2021-09-29,0.0167,4727913,BGR
"Advisors Asset Management, Inc.",477250,2021-09-29,0.016,4524330,BGR
Invesco Ltd.,451210,2021-09-29,0.0151,4277470,BGR
Royal Bank of Canada,407380,2021-09-29,0.0137,3861962,BGR
Wells Fargo & Company,383000,2021-09-29,0.0128,3630840,BGR
UBS Group AG,240251,2021-09-29,0.008100000000000001,2277579,BGR
"Ameriprise Financial, Inc.",198003,2021-09-29,0.0066,1877068,BGR
Bank of America Corporation,131422,2021-09-29,0.0044,1245880,BGR
Truist Financial Corp,125210,2021-09-29,0.0042,1186990,BGR
