Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",5932593,2021-09-29,0.0924,87209117,GMRE
Blackrock Inc.,4779201,2021-09-29,0.07440000000000001,70254254,GMRE
"AEW Capital Management, LP",2976000,2021-09-29,0.0463,43747200,GMRE
"Prudential Financial, Inc.",2461060,2021-09-29,0.0383,36177582,GMRE
State Street Corporation,1666738,2021-09-29,0.026000000000000002,24501048,GMRE
Nuveen Asset Management,1364182,2021-09-29,0.0212,20053475,GMRE
Bank Of New York Mellon Corporation,1275728,2021-09-29,0.0199,18753201,GMRE
"Geode Capital Management, LLC",1266991,2021-09-29,0.0197,18624767,GMRE
"Kennedy Capital Management, Inc.",1053044,2021-09-29,0.016399999999999998,15479746,GMRE
Invesco Ltd.,913165,2021-09-29,0.014199999999999999,13423525,GMRE
