Holder,Shares,Date Reported,% Out,Value,ABV
"Robotti, Robert E.",518305,2021-09-29,0.0706,8137388,AXR
"Osmium Partners, LLC",225407,2021-09-29,0.030699999999999998,3538889,AXR
Dimensional Fund Advisors LP,170516,2021-09-29,0.0232,2677101,AXR
"Renaissance Technologies, LLC",150900,2021-09-29,0.0206,2369130,AXR
JB Capital Partners LP,141360,2021-09-29,0.019299999999999998,2219352,AXR
"Bridgeway Capital Management, Inc.",90900,2021-09-29,0.0124,1427130,AXR
"Oppenheimer & Close, Inc.",74073,2021-09-29,0.0101,1162946,AXR
"Vanguard Group, Inc. (The)",60573,2021-09-29,0.0083,950996,AXR
Blackrock Inc.,15372,2021-09-29,0.0021,241340,AXR
"Marquette Asset Management, Llc",12462,2021-09-29,0.0017000000000000001,195653,AXR
