Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",5687889,2021-09-29,0.0999,506904667,ASH
Blackrock Inc.,4631159,2021-09-29,0.0814,412728890,ASH
"Eminence Capital, LP",4035178,2021-09-29,0.0709,359615063,ASH
"Franklin Resources, Inc.",3798348,2021-09-29,0.0667,338508773,ASH
"Neuberger Berman Group, LLC",2849328,2021-09-29,0.0501,253932111,ASH
Naya Capital Management Uk Ltd,2468135,2021-09-29,0.0434,219960191,ASH
Dimensional Fund Advisors LP,2060593,2021-09-29,0.0362,183640048,ASH
State Street Corporation,1746962,2021-09-29,0.030699999999999998,155689253,ASH
Thrivent Financial For Lutherans,1479121,2021-09-29,0.026000000000000002,131819263,ASH
Massachusetts Financial Services Co.,1473846,2021-09-29,0.0259,131349155,ASH
