Holder,Shares,Date Reported,% Out,Value,ABV
"22NW, LP",1069761,2021-09-29,0.0688,4246951,GIFI
"Solas Capital Management, LLC",881717,2021-09-29,0.0567,3500416,GIFI
First Wilshire Securities Management Inc,881386,2021-09-29,0.0567,3499102,GIFI
"Renaissance Technologies, LLC",729653,2021-09-29,0.046900000000000004,2896722,GIFI
Dimensional Fund Advisors LP,724519,2021-09-29,0.0466,2876340,GIFI
"Vanguard Group, Inc. (The)",615582,2021-09-29,0.039599999999999996,2443860,GIFI
Blackrock Inc.,250832,2021-09-29,0.0161,995803,GIFI
"RBF Capital, LLC",144529,2021-09-29,0.009300000000000001,573780,GIFI
"Federated Hermes, Inc.",125616,2021-09-29,0.008100000000000001,498695,GIFI
Millennium Management LLC,99037,2021-09-29,0.0064,393176,GIFI
