Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",859910,2021-09-29,0.039900000000000005,3293455,ONTX
Blackrock Inc.,251110,2021-09-29,0.011699999999999999,961751,ONTX
"Alyeska Investment Group, L.P.",250000,2021-09-29,0.0116,957500,ONTX
Gsa Capital Partners Llp,240658,2021-09-29,0.011200000000000002,921720,ONTX
"Geode Capital Management, LLC",177430,2021-09-29,0.008199999999999999,679556,ONTX
Hudson Bay Capital Management Lp,165684,2021-09-29,0.0077,634569,ONTX
"Pura Vida Investments, LLC",150000,2021-09-29,0.006999999999999999,574500,ONTX
"CVI Holdings, LLC",128604,2021-09-29,0.006,492553,ONTX
Walleye Capital LLC,97776,2021-09-29,0.0045000000000000005,374482,ONTX
Citadel Advisors LLC,70605,2021-09-29,0.0033,270417,ONTX
