Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,23378187,2021-09-29,0.155,90707365,HLX
"Vanguard Group, Inc. (The)",15315692,2021-09-29,0.1016,59424884,HLX
Victory Capital Management Inc.,10769054,2021-09-29,0.07139999999999999,41783929,HLX
Van Eck Associates Corporation,9286340,2021-09-29,0.0616,36030999,HLX
Dimensional Fund Advisors LP,8152185,2021-09-29,0.0541,31630477,HLX
State Street Corporation,7063105,2021-09-29,0.046799999999999994,27404847,HLX
Bank Of New York Mellon Corporation,7041129,2021-09-29,0.0467,27319580,HLX
"FMR, LLC",5841630,2021-09-29,0.0387,22665524,HLX
Macquarie Group Limited,5561117,2021-09-29,0.0369,21577133,HLX
Invesco Ltd.,5129892,2021-09-29,0.034,19903980,HLX
