Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",125409,2021-09-29,0.02,388767,EFOI
"International Assets Investment Management, LLC",80300,2021-09-29,0.0128,248930,EFOI
"Geode Capital Management, LLC",76711,2021-09-29,0.012199999999999999,237804,EFOI
Millennium Management LLC,47319,2021-09-29,0.0075,146688,EFOI
Citadel Advisors LLC,31930,2021-09-29,0.0051,98983,EFOI
Blackrock Inc.,26635,2021-09-29,0.0042,82568,EFOI
Truist Financial Corp,20000,2021-09-29,0.0032,62000,EFOI
Wedbush Securities Inc,12000,2021-09-29,0.0019,37200,EFOI
Morgan Stanley,4455,2021-09-29,0.0007000000000000001,13810,EFOI
Tower Research Capital LLC (TRC),2122,2021-09-29,0.0003,6578,EFOI
