Holder,Shares,Date Reported,% Out,Value,ABV
"Franklin Resources, Inc.",732900,2021-09-29,0.025,8157177,DNAY
Millennium Management LLC,676372,2021-09-29,0.0231,7528020,DNAY
Ophir Asset Management Pty Ltd,661118,2021-09-29,0.0226,7358243,DNAY
"Times Square Capital Management, LLC",609600,2021-09-29,0.0208,6784848,DNAY
ArrowMark Colorado Holdings LLC,563294,2021-09-29,0.0192,6269462,DNAY
"Armistice Capital, LLC",536000,2021-09-29,0.0183,5965680,DNAY
Woodline Partners LP,506924,2021-09-29,0.0173,5642064,DNAY
"Vanguard Group, Inc. (The)",428425,2021-09-29,0.0146,4768370,DNAY
Perceptive Advisors Llc,425000,2021-09-29,0.014499999999999999,4730250,DNAY
"Pura Vida Investments, LLC",393180,2021-09-29,0.0134,4376093,DNAY
