Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",5444794,2021-09-29,0.0223,158334609,PPC
Blackrock Inc.,4042948,2021-09-29,0.0166,117568927,PPC
Lsv Asset Management,3612946,2021-09-29,0.0148,105064469,PPC
Dimensional Fund Advisors LP,2622048,2021-09-29,0.0108,76249155,PPC
"TOMS Capital Investment Management, LP",1967440,2021-09-29,0.008100000000000001,57213155,PPC
"Goldman Sachs Group, Inc.",1837693,2021-09-29,0.0075,53440112,PPC
State Street Corporation,1197233,2021-09-29,0.0049,34815535,PPC
"TIG Advisors, LLC",1012215,2021-09-29,0.0042,29435212,PPC
"Geode Capital Management, LLC",798003,2021-09-29,0.0033,23205927,PPC
"Arrowstreet Capital, Limited Partnership",744029,2021-09-29,0.0031,21636363,PPC
