Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6692237,2021-09-29,0.15710000000000002,240184385,DLX
"Vanguard Group, Inc. (The)",4586710,2021-09-29,0.10769999999999999,164617021,DLX
"American Century Companies, Inc.",2561128,2021-09-29,0.0601,91918883,DLX
Lsv Asset Management,2252373,2021-09-29,0.0529,80837666,DLX
"Select Equity Group, Inc.",1821932,2021-09-29,0.042800000000000005,65389139,DLX
"Goldman Sachs Group, Inc.",1561715,2021-09-29,0.036699999999999997,56049951,DLX
State Street Corporation,1500327,2021-09-29,0.0352,53846736,DLX
"William Blair Investment Management, LLC",1114222,2021-09-29,0.0262,39989427,DLX
"Deprince, Race & Zollo, Inc.",975195,2021-09-29,0.0229,34999748,DLX
Dimensional Fund Advisors LP,968970,2021-09-29,0.0227,34776333,DLX
