Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",200490,2021-09-29,0.0273,1928713,HNNA
"Renaissance Technologies, LLC",132825,2021-09-29,0.0181,1277776,HNNA
"Seaport Global Asset Management, LLC",90000,2021-09-29,0.012199999999999999,865800,HNNA
Dimensional Fund Advisors LP,65501,2021-09-29,0.0089,630119,HNNA
"Perritt Capital Management, Inc.",40575,2021-09-29,0.0055000000000000005,390331,HNNA
Bank of America Corporation,27843,2021-09-29,0.0038,267849,HNNA
Lsv Asset Management,18100,2021-09-29,0.0025,174122,HNNA
Blackrock Inc.,17045,2021-09-29,0.0023,163972,HNNA
"Geode Capital Management, LLC",16535,2021-09-29,0.0022,159066,HNNA
"Bridgeway Capital Management, Inc.",13000,2021-09-29,0.0018,125060,HNNA
