Holder,Shares,Date Reported,% Out,Value,ABV
Artisan Partners Limited Partnership,67526290,2021-12-30,0.011899999999999999,420013523,NOK
"Neuberger Berman Group, LLC",43822971,2021-12-30,0.0077,272578879,NOK
Optiver Holding B.v.,39414817,2021-09-29,0.0069,214810752,NOK
Bank Of New York Mellon Corporation,25088412,2021-12-30,0.0044,156049922,NOK
"Renaissance Technologies, LLC",23189380,2021-12-30,0.0040999999999999995,144237943,NOK
"Susquehanna International Group, LLP",23011023,2021-09-29,0.004,125410075,NOK
"Arrowstreet Capital, Limited Partnership",22608496,2021-09-29,0.004,123216303,NOK
Folketrygdfondet,18358540,2021-12-30,0.0032,114190118,NOK
Millennium Management LLC,17511352,2021-09-29,0.0031,95436868,NOK
Susquehanna International Securities Limited,15493529,2021-09-29,0.0027,84439733,NOK
