Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",19751613,2021-09-29,0.08789999999999999,3885142277,TROW
Blackrock Inc.,18760181,2021-09-29,0.08349999999999999,3690127602,TROW
State Street Corporation,11828833,2021-09-29,0.0526,2326731451,TROW
JP Morgan Chase & Company,8393559,2021-09-29,0.0373,1651013055,TROW
"Sarofim, Fayez",8074665,2021-09-29,0.0359,1588286605,TROW
"Geode Capital Management, LLC",4610935,2021-09-29,0.020499999999999997,906970914,TROW
"Ameriprise Financial, Inc.",4238171,2021-09-29,0.0189,833648235,TROW
"Charles Schwab Investment Management, Inc.",3322564,2021-09-29,0.0148,653548338,TROW
Bank of America Corporation,3145512,2021-09-29,0.013999999999999999,618722210,TROW
Northern Trust Corporation,2713130,2021-09-29,0.0121,533672671,TROW
