Holder,Shares,Date Reported,% Out,Value,ABV
Citadel Advisors LLC,1679870,2021-09-29,0.0584,16429128,TZPS
Marshall Wace LLP,1108815,2021-09-29,0.038599999999999995,10844210,TZPS
"Saba Capital Management, L.P.",819696,2021-09-29,0.0285,8016626,TZPS
Periscope Capital Inc.,755701,2021-09-29,0.0263,7390755,TZPS
Nomura Holdings Inc.,650000,2021-09-29,0.0226,6357000,TZPS
Blackstone Inc,649998,2021-09-29,0.0226,6356980,TZPS
"MMCAP International, Inc. SPC",500000,2021-09-29,0.0174,4890000,TZPS
"Radcliffe Capital Management, L.P.",500000,2021-09-29,0.0174,4890000,TZPS
"Moore Capital Management, LP",500000,2021-09-29,0.0174,4890000,TZPS
Polar Asset Management Partners Inc.,499998,2021-09-29,0.0174,4889980,TZPS
