Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",3806911,2021-09-29,0.0294,1951803,TBLT
"Geode Capital Management, LLC",1111400,2021-09-29,0.0086,569814,TBLT
Bard Associates Inc.,1005676,2021-09-29,0.0078000000000000005,515610,TBLT
Blackrock Inc.,648146,2021-09-29,0.005,332304,TBLT
"Renaissance Technologies, LLC",452306,2021-09-29,0.0034999999999999996,231897,TBLT
State Street Corporation,306316,2021-09-29,0.0024,157048,TBLT
Northern Trust Corporation,161501,2021-09-29,0.0012,82801,TBLT
Virtu Financial LLC,113317,2021-09-29,0.0009,58097,TBLT
"Boothbay Fund Management, LLC",81106,2021-09-29,0.0006,41583,TBLT
"Silver Lake Advisory, LLC",51225,2021-09-29,0.0004,26263,TBLT
