Holder,Shares,Date Reported,% Out,Value,ABV
"Saba Capital Management, L.P.",1760000,2021-12-30,0.08800000000000001,17855200,VMGAU
Calamos Advisors LLC,1500000,2021-12-30,0.075,15217500,VMGAU
Citadel Advisors LLC,869913,2021-12-30,0.0435,8825267,VMGAU
"Cubist Systematic Strategies, LLC",743022,2021-12-30,0.037200000000000004,7537958,VMGAU
Sage Rock Capital Management LP,651700,2021-12-30,0.0326,6611496,VMGAU
Millennium Management LLC,540000,2021-12-30,0.027000000000000003,5478300,VMGAU
"Verition Fund Management, LLC",500000,2021-12-30,0.025,5072500,VMGAU
"Route One Investment Company, L.P.",500000,2021-12-30,0.025,5072500,VMGAU
Governors Lane LP,500000,2021-12-30,0.025,5072500,VMGAU
"Schusterman Interests, LLC",500000,2021-12-30,0.025,5072500,VMGAU
