Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7585175,2021-09-29,0.1518,239539826,SHEN
"Vanguard Group, Inc. (The)",4877337,2021-09-29,0.09759999999999999,154026302,SHEN
State Street Corporation,1657897,2021-09-29,0.0332,52356387,SHEN
Dimensional Fund Advisors LP,1657587,2021-09-29,0.0332,52346597,SHEN
Citadel Advisors LLC,1475174,2021-09-29,0.029500000000000002,46585994,SHEN
"Renaissance Technologies, LLC",864994,2021-09-29,0.0173,27316510,SHEN
"Geode Capital Management, LLC",848855,2021-09-29,0.017,26806840,SHEN
Norges Bank Investment Management,719919,2020-12-30,0.0144,31136496,SHEN
Bank Of New York Mellon Corporation,586141,2021-09-29,0.011699999999999999,18510332,SHEN
Davenport & Company LLC/Va,567314,2021-09-29,0.011399999999999999,17915776,SHEN
