Holder,Shares,Date Reported,% Out,Value,ABV
Parametric Portfolio Associates,4001016,2021-09-29,0.1159,71938267,AVK
"Guggenheim Capital, LLC",822596,2021-09-29,0.023799999999999998,14790276,AVK
"Raymond James & Associates, Inc.",753782,2021-09-29,0.0218,13553000,AVK
Morgan Stanley,452018,2021-09-29,0.0131,8127283,AVK
Bank of America Corporation,435647,2021-09-29,0.0126,7832933,AVK
"Koshinski Asset Management, Inc.",422953,2021-09-29,0.0123,7604694,AVK
Wells Fargo & Company,407365,2021-09-29,0.0118,7324422,AVK
UBS Group AG,399996,2021-09-29,0.0116,7191928,AVK
"Advisors Asset Management, Inc.",393449,2021-09-29,0.011399999999999999,7074213,AVK
"Raymond James Financial Services Advisors, Inc.",311408,2021-09-29,0.009000000000000001,5599115,AVK
