Holder,Shares,Date Reported,% Out,Value,ABV
"Relative Value Partners Group, LLC",1228974,2021-12-30,0.034300000000000004,16505120,FRA
Morgan Stanley,745924,2021-12-30,0.0208,10017759,FRA
Parametric Portfolio Associates LLC,602581,2021-12-30,0.0168,8092662,FRA
Invesco Ltd.,571383,2021-12-30,0.0159,7673673,FRA
"Guggenheim Capital, LLC",523748,2021-12-30,0.0146,7033935,FRA
"Rivernorth Capital Management, Llc",486456,2021-09-29,0.013600000000000001,6499052,FRA
"Ameriprise Financial, Inc.",357346,2021-12-30,0.01,4799156,FRA
"Advisors Asset Management, Inc.",354220,2021-12-30,0.009899999999999999,4757174,FRA
Eaton Vance Management,260628,2021-09-29,0.0073,3481990,FRA
Cambridge Investment Research Advisors Inc.,241963,2021-12-30,0.0068000000000000005,3249563,FRA
