Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",1742278,2021-09-29,0.0176,86382143,AB
Wells Fargo & Company,616369,2021-09-29,0.0062,30559575,AB
UBS Group AG,608792,2021-09-29,0.0062,30183907,AB
"Franklin Resources, Inc.",572051,2021-09-29,0.0058,28362288,AB
Bank of America Corporation,549601,2021-09-29,0.005600000000000001,27249217,AB
Morgan Stanley,488140,2021-09-29,0.0049,24201981,AB
"Arrowstreet Capital, Limited Partnership",453716,2021-09-29,0.0046,22495239,AB
Artemis Investment Management LLP,412197,2021-09-29,0.0042,20436727,AB
Amundi,398516,2021-09-29,0.004,19758423,AB
Citigroup Inc.,271904,2021-09-29,0.0028000000000000004,13481000,AB
