Holder,Shares,Date Reported,% Out,Value,ABV
Aspex Management (HK) Ltd,4500000,2021-09-29,0.0212,15030000,EM
"HHLR Advisors, LTD",4080000,2021-09-29,0.0192,13627200,EM
"Goldman Sachs Group, Inc.",2044920,2021-09-29,0.0096,6830032,EM
"FMR, LLC",1342444,2021-09-29,0.0063,4483762,EM
"Viking Global Investors, L.P.",470000,2021-09-29,0.0022,1569800,EM
Millennium Management LLC,363695,2021-09-29,0.0017000000000000001,1214741,EM
Elephas Investment Management Ltd.,350799,2021-06-29,0.0017000000000000001,2129349,EM
Caas Capital Management LP,26220,2021-09-29,0.0001,87574,EM
"Two Sigma Securities, LLC",11028,2021-09-29,0.0001,36833,EM
