Holder,Shares,Date Reported,% Out,Value,ABV
"General Atlantic, L.P.",10122769,2021-09-29,0.1516,14981698,CIH
"Davis Selected Advisers, LP",4510863,2021-09-29,0.0675,6676077,CIH
Morgan Stanley,2830951,2021-09-29,0.0424,4189807,CIH
Hsbc Holdings Plc,2010439,2021-09-29,0.0301,2975449,CIH
Fosun International Ltd,1613208,2021-09-29,0.0242,2387547,CIH
Bank of America Corporation,1596352,2021-09-29,0.0239,2362600,CIH
"Goldman Sachs Group, Inc.",1484626,2021-09-29,0.0222,2197246,CIH
Citigroup Inc.,657268,2021-09-29,0.0098,972756,CIH
"HHLR Advisors, LTD",300000,2021-09-29,0.0045000000000000005,444000,CIH
State Street Corporation,205828,2021-09-29,0.0031,304625,CIH
