Holder,Shares,Date Reported,% Out,Value,ABV
Mawer Investment Management Limited,2169573,2021-09-29,0.0574,82205120,GIC
Prescott General Partners LLC,1296377,2021-09-29,0.034300000000000004,49119724,GIC
"Vanguard Group, Inc. (The)",1170417,2021-09-29,0.031,44347100,GIC
Dimensional Fund Advisors LP,1071752,2021-09-29,0.028300000000000002,40608683,GIC
Blackrock Inc.,873797,2021-09-29,0.0231,33108168,GIC
King Luther Capital Management,818299,2021-09-29,0.0216,31005349,GIC
"Grandeur Peak Global Advisors, LLC",418543,2021-09-29,0.0111,15858594,GIC
Royce & Associates LP,377554,2021-09-29,0.01,14305521,GIC
"Renaissance Technologies, LLC",350674,2021-09-29,0.009300000000000001,13287037,GIC
"Geode Capital Management, LLC",297433,2021-09-29,0.0079,11269736,GIC
