Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1307603,2021-09-29,0.0654,4118949,MNDO
Invesco Ltd.,1216450,2021-09-29,0.060899999999999996,3831817,MNDO
Burgundy Asset Management Ltd.,456254,2021-09-29,0.022799999999999997,1437200,MNDO
Acadian Asset Management. LLC,193207,2021-09-29,0.0097,608602,MNDO
"RBF Capital, LLC",72108,2021-09-29,0.0036,227140,MNDO
First Manhattan Company,60000,2021-09-29,0.003,189000,MNDO
"Koss-olinger Consulting, Llc",59677,2021-09-29,0.003,187982,MNDO
"Renaissance Technologies, LLC",49642,2021-09-29,0.0025,156372,MNDO
Blackrock Inc.,41420,2021-09-29,0.0021,130473,MNDO
"Evanson Asset Management, LLC",37000,2021-09-29,0.0019,116550,MNDO
