Holder,Shares,Date Reported,% Out,Value,ABV
"Highbridge Capital Management, LLC.",1767359,2021-09-29,0.0795,17143382,FZT
Marshall Wace LLP,1024548,2021-09-29,0.0461,9938115,FZT
Citadel Advisors LLC,1000150,2021-09-29,0.045,9701455,FZT
"Saba Capital Management, L.P.",931952,2021-09-29,0.04190000000000001,9039934,FZT
Sculptor Capital Lp,850000,2021-09-29,0.0382,8245000,FZT
Periscope Capital Inc.,809400,2021-09-29,0.0364,7851180,FZT
Davidson Kempner Capital Management LP,600000,2021-09-29,0.027000000000000003,5820000,FZT
"Centiva Capital, LP",594077,2021-09-29,0.026699999999999998,5762546,FZT
Linden Advisors LP,500000,2021-09-29,0.0225,4850000,FZT
Macquarie Group Limited,500000,2021-09-29,0.0225,4850000,FZT
