Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",1624102,2021-09-29,0.032799999999999996,1705307,ASTC
Blackrock Inc.,730099,2021-09-29,0.0147,766603,ASTC
"Geode Capital Management, LLC",369536,2021-09-29,0.0075,388012,ASTC
State Street Corporation,155961,2021-09-29,0.0031,163759,ASTC
"Marquette Asset Management, Llc",137096,2021-09-29,0.0028000000000000004,143950,ASTC
Northern Trust Corporation,83593,2021-09-29,0.0017000000000000001,87772,ASTC
"Two Sigma Securities, LLC",59013,2021-09-29,0.0012,61963,ASTC
Citadel Advisors LLC,24595,2021-09-29,0.0005,25824,ASTC
Bank of America Corporation,7306,2021-09-29,0.0001,7671,ASTC
Morgan Stanley,5001,2021-09-29,0.0001,5251,ASTC
