Holder,Shares,Date Reported,% Out,Value,ABV
"Tpg Group Holdings (sbs) Advisors, Inc.",13223250,2021-09-29,0.1577,132100267,NRDY
"Light Street Capital Management, LLC",9393139,2021-09-29,0.11199999999999999,93837458,NRDY
"Greenvale Capital, LLP",6975000,2021-09-29,0.0832,69680250,NRDY
"Goldman Sachs Group, Inc.",3871641,2021-09-29,0.0462,38677693,NRDY
"Technology Crossover Management VIII, Ltd.",3843155,2021-09-29,0.0458,38393118,NRDY
"Falcon Edge Capital, LP",2804590,2021-09-29,0.0334,28017854,NRDY
Morgan Stanley,2800226,2021-09-29,0.0334,27974257,NRDY
Phoenix Holdings Ltd.,1793732,2021-09-29,0.021400000000000002,17919382,NRDY
"Ameriprise Financial, Inc.",1740653,2021-09-29,0.0208,17389123,NRDY
Woodline Partners LP,1586326,2021-09-29,0.0189,15847396,NRDY
