Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",18532059,2021-09-29,0.161,3460862018,MAA
Blackrock Inc.,11789033,2021-09-29,0.1024,2201601912,MAA
State Street Corporation,6786528,2021-09-29,0.058899999999999994,1267384104,MAA
"FMR, LLC",6409625,2021-09-29,0.0557,1196997468,MAA
Apg Asset Management Us Inc.,3568800,2021-09-29,0.031,666473400,MAA
JP Morgan Chase & Company,3213315,2021-09-29,0.0279,600086576,MAA
Capital World Investors,3156011,2021-09-29,0.0274,589385054,MAA
Blackstone Inc,3079400,2021-09-29,0.026699999999999998,575077950,MAA
Invesco Ltd.,3055305,2021-09-29,0.0265,570578208,MAA
"Geode Capital Management, LLC",2432234,2021-09-29,0.021099999999999997,454219699,MAA
