Holder,Shares,Date Reported,% Out,Value,ABV
"Price, Michael F.",1020808,2021-09-29,0.0599,15067126,BCBP
Dimensional Fund Advisors LP,813569,2021-09-29,0.0478,12008278,BCBP
"Vanguard Group, Inc. (The)",672203,2021-09-29,0.0395,9921716,BCBP
"Renaissance Technologies, LLC",599878,2021-09-29,0.0352,8854199,BCBP
"Banc Funds Company, L.L.C. (The)",277648,2021-09-29,0.0163,4098084,BCBP
Acadian Asset Management. LLC,237273,2021-09-29,0.0139,3502149,BCBP
Millennium Management LLC,195406,2021-09-29,0.0115,2884192,BCBP
"Bridgeway Capital Management, Inc.",167400,2021-09-29,0.0098,2470824,BCBP
"Geode Capital Management, LLC",149840,2021-09-29,0.0088,2211638,BCBP
"Hotchkis & Wiley Capital Management, LLC",144960,2021-09-29,0.0085,2139609,BCBP
