Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,932831,2021-09-29,0.0655,7453319,JEMD
Wells Fargo & Company,263992,2021-09-29,0.018500000000000003,2109296,JEMD
"Advisor Group, Inc.",169208,2021-09-29,0.011899999999999999,1351971,JEMD
Bank of America Corporation,109872,2021-09-29,0.0077,877877,JEMD
Chicago Partners Investment Group LLC,86832,2021-09-29,0.0060999999999999995,693787,JEMD
Royal Bank of Canada,84010,2021-09-29,0.0059,671239,JEMD
"Shaker Financial Services, LLC",80299,2021-09-29,0.005600000000000001,641589,JEMD
Csenge Advisory Group,71798,2021-09-29,0.005,573666,JEMD
LPL Financial LLC,53776,2021-09-29,0.0038,429670,JEMD
"Commonwealth Equity Services, LLC",38221,2021-09-29,0.0027,305385,JEMD
