Holder,Shares,Date Reported,% Out,Value,ABV
Fidelity Select Portfolios - Semiconductors Portfolio,3818193,2021-11-29,0.0070999999999999995,264371683,GFS
Fidelity Blue Chip Growth Fund,1448300,2021-11-29,0.0027,100280292,GFS
"Vanguard Explorer Fund, Inc.",1253965,2021-10-30,0.0023,61118254,GFS
Fidelity Advisor Technology Fund,952600,2021-11-29,0.0018,65958024,GFS
BlackRock Global Allocation Fund,951439,2021-10-30,0.0018,46373136,GFS
Fidelity Diversified International Fund,836520,2021-11-29,0.0016,57920644,GFS
Fidelity Advisor Growth Opportunities Fund,544800,2021-11-29,0.001,37721952,GFS
Fidelity Growth Company Fund,540978,2021-11-29,0.001,37457316,GFS
Fidelity Puritan Fund Inc,525000,2021-11-29,0.001,36351000,GFS
Fidelity Advisor Semiconductors Fund,413100,2021-11-29,0.0008,28603044,GFS
