Holder,Shares,Date Reported,% Out,Value,ABV
"Raymond James & Associates, Inc.",2970116,2021-09-29,0.0629,21622444,KMF
Parametric Portfolio Associates,1658690,2021-09-29,0.0351,12075263,KMF
"Rivernorth Capital Management, Llc",1457322,2021-09-29,0.030899999999999997,10609304,KMF
Matisse Capital,1180050,2021-09-29,0.025,8590764,KMF
"Advisors Asset Management, Inc.",840440,2021-09-29,0.0178,6118403,KMF
Morgan Stanley,751120,2021-09-29,0.0159,5468153,KMF
Wells Fargo & Company,734404,2021-09-29,0.015600000000000001,5346461,KMF
"Cornerstone Advisors, LLC",660987,2021-09-29,0.013999999999999999,4811985,KMF
"Bbr Partners, Llc",643420,2021-09-29,0.013600000000000001,4684097,KMF
Quantedge Capital Pte Ltd,500919,2021-09-29,0.0106,3646690,KMF
