Holder,Shares,Date Reported,% Out,Value,ABV
Naya Capital Management Uk Ltd,5000000,2021-09-29,0.08199999999999999,48700000,EOCW
SB Management Ltd,4950000,2021-09-29,0.0812,48213000,EOCW
William Marsh Rice University,2450000,2021-09-29,0.04019999999999999,23863000,EOCW
RP Investment Advisors LP,1730693,2021-09-29,0.028399999999999998,16856949,EOCW
"Shaw D.E. & Co., Inc.",1651305,2021-09-29,0.0271,16083710,EOCW
Citadel Advisors LLC,1250776,2021-09-29,0.020499999999999997,12182558,EOCW
"HighTower Advisors, LLC",1205924,2021-09-29,0.019799999999999998,11745699,EOCW
"Highbridge Capital Management, LLC.",1205094,2021-09-29,0.019799999999999998,11737615,EOCW
Davidson Kempner Capital Management LP,1200000,2021-09-29,0.0197,11688000,EOCW
Fir Tree Capital Management LLP,1010100,2021-09-29,0.0166,9838374,EOCW
