Holder,Shares,Date Reported,% Out,Value,ABV
"FNY Investment Advisers, LLC",127534,2021-12-30,0.0069,388978,VVPR
"Susquehanna International Group, LLP",101515,2021-09-29,0.0055000000000000005,573559,VVPR
"Group One Trading, L.P.",35980,2021-09-29,0.0019,203287,VVPR
Sigma Planning Corp,20100,2021-09-29,0.0011,113565,VVPR
Millennium Management LLC,20009,2021-09-29,0.0011,113050,VVPR
Morgan Stanley,15316,2021-09-29,0.0008,86535,VVPR
UBS Group AG,13974,2021-09-29,0.0008,78953,VVPR
"Renaissance Technologies, LLC",12732,2021-09-29,0.0007000000000000001,71935,VVPR
"Verition Fund Management, LLC",10000,2021-09-29,0.0005,56500,VVPR
"Simplex Trading, LLC",4590,2021-09-29,0.0002,25933,VVPR
