Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7624883,2021-09-29,0.1565,118871925,BCOR
"Vanguard Group, Inc. (The)",4938294,2021-09-29,0.1014,76988003,BCOR
Van Berkom & Associates Inc.,3974116,2021-09-29,0.0816,61956468,BCOR
Dimensional Fund Advisors LP,3102457,2021-09-29,0.0637,48367304,BCOR
"P2 Capital Partners, LLC",2300000,2021-09-29,0.0472,35857000,BCOR
State Street Corporation,1669144,2021-09-29,0.034300000000000004,26021954,BCOR
"Ancora Advisors, Llc",1668232,2021-09-29,0.0342,26007736,BCOR
"Russell Investments Group, Ltd.",1618971,2021-09-29,0.0332,25239757,BCOR
"Shaw D.E. & Co., Inc.",1488390,2021-09-29,0.030600000000000002,23204000,BCOR
"Renaissance Technologies, LLC",1413896,2021-09-29,0.028999999999999998,22042638,BCOR
