Holder,Shares,Date Reported,% Out,Value,ABV
Manufacturers Life Insurance Co.,872984,2021-09-29,0.0557,8991735,OPBK
EJF Capital LLC,859130,2021-09-29,0.0548,8849039,OPBK
Klk Capital Management Llc,790055,2021-09-29,0.0504,8137566,OPBK
"Vanguard Group, Inc. (The)",689232,2021-09-29,0.043899999999999995,7099089,OPBK
"AllianceBernstein, L.P.",663492,2021-09-29,0.042300000000000004,6833967,OPBK
"Rhino Investment Partners, Inc.",452943,2021-09-29,0.028900000000000002,4665312,OPBK
"BHZ Capital Management, LP",428032,2021-09-29,0.0273,4408729,OPBK
"Stieven Capital Advisors, L.P.",369996,2021-09-29,0.0236,3810958,OPBK
"Wellington Management Group, LLP",301488,2021-09-29,0.0192,3105326,OPBK
Acadian Asset Management. LLC,276449,2021-09-29,0.0176,2847424,OPBK
