Holder,Shares,Date Reported,% Out,Value,ABV
Van Eck Associates Corporation,8577259,2021-09-29,0.0547,6835217,USAS
Invesco Ltd.,5005794,2021-09-29,0.0319,3989117,USAS
Merk Investments LLC,4601400,2021-09-29,0.0294,3666855,USAS
"Mirae Asset Global Investments Co., Ltd.",2605198,2021-09-29,0.0166,2076082,USAS
"ETF Managers Group, LLC",2552708,2021-09-29,0.0163,2034253,USAS
"Wealthtrust Axiom, LLC",1894959,2021-09-29,0.0121,1510092,USAS
Ruffer LLP,1449493,2021-09-29,0.009300000000000001,1155100,USAS
Ingalls & Snyder,1099480,2021-09-29,0.006999999999999999,876175,USAS
"Renaissance Technologies, LLC",501303,2021-09-29,0.0032,399488,USAS
JP Morgan Chase & Company,357725,2021-09-29,0.0023,285071,USAS
