Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",2602576,2021-09-29,0.0429,17411233,ATY
Ophir Asset Management Pty Ltd,1608818,2021-09-29,0.0265,10762992,ATY
"Wellington Management Group, LLP",1131200,2021-09-29,0.018600000000000002,7567728,ATY
Mackenzie Financial Corporation,1043258,2021-09-29,0.0172,6979396,ATY
"Collaborative Holdings Management, LP",981000,2021-09-29,0.016200000000000003,6562890,ATY
Cooper Creek Partners Management LLC,672391,2021-09-29,0.0111,4498295,ATY
Acadian Asset Management. LLC,655412,2021-09-29,0.0108,4384706,ATY
"Two Sigma Investments, LP",518384,2021-09-29,0.0085,3467988,ATY
"Two Sigma Advisers, LP",398900,2021-09-29,0.0066,2668641,ATY
"Renaissance Technologies, LLC",306700,2021-09-29,0.005,2051823,ATY
