Holder,Shares,Date Reported,% Out,Value,ABV
"Guggenheim Capital, LLC",1332399,2021-09-29,0.021400000000000002,11591871,LEO
Morgan Stanley,835262,2021-09-29,0.0134,7266779,LEO
"Hennion & Walsh Asset Management, Inc.",618357,2021-09-29,0.009899999999999999,5379705,LEO
UBS Group AG,551666,2021-09-29,0.0089,4799494,LEO
Bank of America Corporation,404055,2021-09-29,0.006500000000000001,3515278,LEO
"Advisor Group, Inc.",314591,2021-09-29,0.0051,2736941,LEO
"Capital Investment Advisors, LLC",278957,2021-09-29,0.0045000000000000005,2426925,LEO
Invesco Ltd.,269180,2021-09-29,0.0043,2341866,LEO
"Cornerstone Advisory, LLC",257154,2021-09-29,0.0040999999999999995,2237239,LEO
Van Eck Associates Corporation,237776,2021-09-29,0.0038,2068651,LEO
