Holder,Shares,Date Reported,% Out,Value,ABV
"Berkshire Hathaway, Inc",24669778,2021-09-29,0.13269999999999998,8760484865,MCO
"Vanguard Group, Inc. (The)",13480951,2021-09-29,0.0725,4787220509,MCO
Blackrock Inc.,11172569,2021-09-29,0.0601,3967490977,MCO
State Street Corporation,7194447,2021-09-29,0.0387,2554820074,MCO
TCI Fund Management Ltd,6562790,2021-09-29,0.0353,2330512356,MCO
Fiera Capital Corporation,6393093,2021-09-29,0.0344,2270251255,MCO
"Akre Capital Management, LLC",5620036,2021-09-29,0.0302,1995730983,MCO
Baillie Gifford and Company,5500058,2021-09-29,0.0296,1953125596,MCO
Capital International Investors,5373296,2021-09-29,0.028900000000000002,1908111142,MCO
"FMR, LLC",4318329,2021-09-29,0.0232,1533481811,MCO
