Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,4498083,2021-12-30,0.1344,70125113,FSD
SIT Investment Associates Inc,1460200,2021-12-30,0.0436,22764518,FSD
Parametric Portfolio Associates LLC,1454801,2021-12-30,0.0435,22680347,FSD
"Bramshill Investments, Llc",849083,2021-12-30,0.0254,13237203,FSD
Penserra Capital Management LLC,742084,2021-12-30,0.0222,11569089,FSD
Invesco Ltd.,429519,2021-12-30,0.0128,6696201,FSD
"Advisor Group, Inc.",355367,2021-12-30,0.0106,5540171,FSD
UBS Group AG,276451,2021-12-30,0.0083,4309871,FSD
"Ameriprise Financial, Inc.",221883,2021-12-30,0.0066,3459155,FSD
Wells Fargo & Company,206660,2021-12-30,0.0062,3221829,FSD
