Holder,Shares,Date Reported,% Out,Value,ABV
Blackstone Inc,203772586,2021-09-29,0.42100000000000004,8287431072,CQP
Alps Advisors Inc.,5130441,2021-09-29,0.0106,208655035,CQP
"Energy Income Partners, LLC",3016685,2021-09-29,0.0062,122688578,CQP
Morgan Stanley,1424234,2021-09-29,0.0029,57923596,CQP
"Mirae Asset Global Investments Co., Ltd.",1185912,2021-09-29,0.0025,48231041,CQP
JP Morgan Chase & Company,1027559,2021-09-29,0.0021,41790824,CQP
Fairview Capital Investment Management LLC,907690,2021-09-29,0.0019,36915752,CQP
"Goldman Sachs Group, Inc.",870034,2021-09-29,0.0018,35384282,CQP
"ClearBridge Investments, LLC",784127,2021-09-29,0.0016,31890445,CQP
"Tortoise Capital Advisors, LLC",573103,2021-09-29,0.0012,23308099,CQP
