Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",11939896,2021-09-29,0.0934,1203302718,CCK
Janus Henderson Group PLC,8001191,2021-09-29,0.0626,806360028,CCK
Blackrock Inc.,6512908,2021-09-29,0.0509,656370868,CCK
"FMR, LLC",4262545,2021-09-29,0.0333,429579285,CCK
"William Blair Investment Management, LLC",3360442,2021-09-29,0.0263,338665344,CCK
Nuveen Asset Management,3126377,2021-09-29,0.0245,315076274,CCK
Lyrical Asset Management LP,3104303,2021-09-29,0.024300000000000002,312851656,CCK
State Street Corporation,2737705,2021-09-29,0.021400000000000002,275905909,CCK
Standard Investments LLC,2500000,2021-09-29,0.0196,251950000,CCK
Massachusetts Financial Services Co.,2363642,2021-09-29,0.018500000000000003,238207840,CCK
