Holder,Shares,Date Reported,% Out,Value,ABV
"KPCB DGF II Associates, LLC",6002001,2021-09-29,0.0677,102334117,IRNT
Capital Research Global Investors,3884000,2021-09-29,0.0438,66222200,IRNT
Temasek Holdings (Private) Limited,2791858,2021-09-29,0.0315,47601178,IRNT
Phoenix Holdings Ltd.,1000000,2021-09-29,0.0113,17050000,IRNT
"Athanor Capital, Lp",1000000,2021-09-29,0.0113,17050000,IRNT
Weiss Asset Management LP,650000,2021-09-29,0.0073,11082500,IRNT
Marshall Wace LLP,600000,2021-09-29,0.0068000000000000005,10230000,IRNT
Marshall Wace North America L.p.,600000,2021-09-29,0.0068000000000000005,10230000,IRNT
"Jane Street Group, LLC",412411,2021-09-29,0.0046,7031607,IRNT
"Vanguard Group, Inc. (The)",389932,2021-09-29,0.0044,6648340,IRNT
