Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6991185,2021-09-29,0.1188,1003095223,CROX
"FMR, LLC",6660895,2021-09-29,0.11320000000000001,955705214,CROX
"Vanguard Group, Inc. (The)",5952471,2021-09-29,0.1012,854060539,CROX
State Street Corporation,1894420,2021-09-29,0.0322,271811381,CROX
Lord Abbett & Co,1738706,2021-09-29,0.029500000000000002,249469536,CROX
Dimensional Fund Advisors LP,1487625,2021-09-29,0.0253,213444435,CROX
"Arrowstreet Capital, Limited Partnership",1141267,2021-09-29,0.0194,163748989,CROX
"Geode Capital Management, LLC",1114635,2021-09-29,0.0189,159927829,CROX
"Samlyn Capital, LLC",1094580,2021-09-29,0.018600000000000002,157050338,CROX
"Two Sigma Investments, LP",1091912,2021-09-29,0.018600000000000002,156667533,CROX
