Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",13646947,2021-09-29,0.1076,2838019098,ETSY
Blackrock Inc.,11692688,2021-09-29,0.0922,2431611396,ETSY
Price (T.Rowe) Associates Inc,6667789,2021-09-29,0.0526,1386633400,ETSY
State Street Corporation,4998522,2021-09-29,0.0394,1039492635,ETSY
"FMR, LLC",3868904,2021-09-29,0.0305,804577275,ETSY
"Wellington Management Group, LLP",3285419,2021-09-29,0.0259,683235735,ETSY
"AllianceBernstein, L.P.",3172740,2021-09-29,0.025,659803010,ETSY
Capital World Investors,3042393,2021-09-29,0.024,632696048,ETSY
"Geode Capital Management, LLC",2322491,2021-09-29,0.0183,482985228,ETSY
Flossbach von Storch AG,2189391,2021-09-29,0.0173,455305752,ETSY
