Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",30613704,2021-09-29,0.1437,511554993,MAC
Blackrock Inc.,30243909,2021-09-29,0.142,505375719,MAC
State Street Corporation,10578053,2021-09-29,0.049699999999999994,176759265,MAC
JP Morgan Chase & Company,9061721,2021-09-29,0.0425,151421357,MAC
"Smead Capital Management, Inc.",8383178,2021-09-29,0.0394,140082904,MAC
"AEW Capital Management, LP",4991500,2021-09-29,0.023399999999999997,83407965,MAC
Northern Trust Corporation,3954912,2021-09-29,0.018600000000000002,66086579,MAC
"Geode Capital Management, LLC",3909440,2021-09-29,0.0184,65326742,MAC
Nuveen Asset Management,3488645,2021-09-29,0.016399999999999998,58295257,MAC
"Goldman Sachs Group, Inc.",3180354,2021-09-29,0.0149,53143715,MAC
