Holder,Shares,Date Reported,% Out,Value,ABV
Citadel Advisors LLC,2213884,2021-09-29,0.077,21828896,EJFA
"Aristeia Capital, LLC",1500000,2021-09-29,0.052199999999999996,14790000,EJFA
"Driehaus Capital Management, LLC",1322150,2021-09-29,0.046,13036399,EJFA
Nomura Holdings Inc.,1132826,2021-09-29,0.0394,11169664,EJFA
"MMCAP International, Inc. SPC",725000,2021-09-29,0.0252,7148500,EJFA
Marshall Wace LLP,719625,2021-09-29,0.025,7095502,EJFA
Periscope Capital Inc.,698700,2021-09-29,0.024300000000000002,6889182,EJFA
"Wealthspring Capital ,LLC",642120,2021-09-29,0.0223,6331303,EJFA
Millennium Management LLC,636392,2021-09-29,0.022099999999999998,6274825,EJFA
Adage Capital Partners GP L.L.C.,616667,2021-09-29,0.021400000000000002,6080336,EJFA
