Holder,Shares,Date Reported,% Out,Value,ABV
Nicolet Bankshares Inc.,833207,2021-09-29,0.0697,61807295,NCBS
Blackrock Inc.,787613,2021-09-29,0.0659,58425132,NCBS
"Vanguard Group, Inc. (The)",549258,2021-09-29,0.045899999999999996,40743958,NCBS
Manufacturers Life Insurance Co.,401823,2021-09-29,0.0336,29807230,NCBS
Dimensional Fund Advisors LP,387488,2021-09-29,0.032400000000000005,28743859,NCBS
State Street Corporation,294508,2021-09-29,0.0246,21846603,NCBS
"Geode Capital Management, LLC",202512,2021-09-29,0.0169,15022340,NCBS
Northern Trust Corporation,119965,2021-09-29,0.01,8899003,NCBS
"Charles Schwab Investment Management, Inc.",75141,2021-09-29,0.0063,5573959,NCBS
"Gendell, Jeffrey L.",54961,2021-09-29,0.0046,4077006,NCBS
