Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,661987,2021-09-29,0.0294,18356899,NEWT
Van Eck Associates Corporation,322875,2021-09-29,0.0143,8953323,NEWT
"Advisors Asset Management, Inc.",248782,2021-09-29,0.011000000000000001,6898724,NEWT
"Wellington Management Group, LLP",209037,2021-09-29,0.009300000000000001,5796596,NEWT
Bard Associates Inc.,130627,2021-09-29,0.0058,3622286,NEWT
"Two Sigma Investments, LP",129427,2021-09-29,0.005699999999999999,3589010,NEWT
"Two Sigma Advisers, LP",125500,2021-09-29,0.005600000000000001,3480115,NEWT
Marshall Wace North America L.p.,111185,2021-09-29,0.0049,3083160,NEWT
Emerald Mutual Fund Advisers Trust,107990,2021-09-29,0.0048,2994562,NEWT
"McKinley Capital Management, LLC",84047,2021-09-29,0.0037,2330623,NEWT
