Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",2544470,2021-09-29,0.2086,4885382,VERB
Blackrock Inc.,1422245,2021-09-29,0.1166,2730710,VERB
"Geode Capital Management, LLC",566379,2021-09-29,0.0464,1087447,VERB
Evermay Wealth Management Llc,180330,2021-09-29,0.0148,346233,VERB
State Street Corporation,171600,2021-09-29,0.0141,329472,VERB
Bank Of New York Mellon Corporation,142734,2021-09-29,0.011699999999999999,274049,VERB
"Alpha Paradigm Partners, LLC",111194,2021-09-29,0.0091,213492,VERB
Northern Trust Corporation,102377,2021-09-29,0.0084,196563,VERB
Morgan Stanley,65999,2021-09-29,0.0054,126718,VERB
Xtx Topco Ltd,57573,2021-09-29,0.004699999999999999,110540,VERB
