Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",79968803,2021-09-29,0.0446,133547901,GSAT
"Mudrick Capital Management, L.P.",69389216,2021-09-29,0.0387,115879990,GSAT
Blackrock Inc.,45093683,2021-09-29,0.025099999999999997,75306450,GSAT
"Beck, Mack & Oliver LLC",17807690,2021-09-29,0.009899999999999999,29738842,GSAT
State Street Corporation,13662931,2021-09-29,0.0076,22817094,GSAT
"Geode Capital Management, LLC",10403849,2021-09-29,0.0058,17374427,GSAT
Nuveen Asset Management,9805469,2021-09-29,0.0055000000000000005,16375133,GSAT
Northern Trust Corporation,6164246,2021-09-29,0.0034000000000000002,10294290,GSAT
"Renaissance Technologies, LLC",5365629,2021-09-29,0.003,8960600,GSAT
"Susquehanna International Group, LLP",5157306,2021-09-29,0.0029,8612701,GSAT
