Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",1760918,2021-09-29,0.0263,2694204,VTVT
"Geode Capital Management, LLC",347635,2021-09-29,0.0052,531881,VTVT
Cim Investment Management Inc.,177373,2021-09-29,0.0026,271380,VTVT
Millennium Management LLC,146818,2021-09-29,0.0022,224631,VTVT
Citadel Advisors LLC,129331,2021-09-29,0.0019,197876,VTVT
Gsa Capital Partners Llp,115472,2021-09-29,0.0017000000000000001,176672,VTVT
Virtu Financial LLC,101678,2021-09-29,0.0015,155567,VTVT
Blackrock Inc.,98737,2021-09-29,0.0015,151067,VTVT
Vontobel Holding Limited,80000,2021-09-29,0.0012,122400,VTVT
Morgan Stanley,78895,2021-09-29,0.0012,120709,VTVT
