Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",1651927,2021-09-29,0.0412,1751042,SNGX
"Knoll Capital Management, LLC",787830,2021-09-29,0.0196,835099,SNGX
First Wilshire Securities Management Inc,350000,2021-09-29,0.0087,371000,SNGX
"Geode Capital Management, LLC",299338,2021-09-29,0.0075,317298,SNGX
Citadel Advisors LLC,217603,2021-09-29,0.0054,230659,SNGX
Blackrock Inc.,115694,2021-09-29,0.0029,122635,SNGX
"Plante Moran Financial Advisors,LLC",71658,2021-09-29,0.0018,75957,SNGX
"IHT Wealth Management, LLC",70150,2021-09-29,0.0017000000000000001,74359,SNGX
"Two Sigma Securities, LLC",58791,2021-09-29,0.0015,62318,SNGX
Virtu Financial LLC,51947,2021-09-29,0.0013,55063,SNGX
