Holder,Shares,Date Reported,% Out,Value,ABV
Glazer Capital LLC,1347498,2021-09-29,0.0406,13097680,PUCK
"Corbin Capital Partners, LP",1214286,2021-09-29,0.0366,11802859,PUCK
"Westchester Capital Management, LLC",1101202,2021-09-29,0.0332,10703683,PUCK
Periscope Capital Inc.,980000,2021-09-29,0.0296,9525600,PUCK
Goldman Sachs Group Inc,954653,2021-09-29,0.0288,9279227,PUCK
"Basso Capital Management, L.P.",808651,2021-09-29,0.024399999999999998,7860087,PUCK
Linden Advisors LP,800000,2021-09-29,0.0241,7776000,PUCK
"Atalaya Capital Management, LP",785714,2021-09-29,0.023700000000000002,7637140,PUCK
Citadel Advisors LLC,722547,2021-09-29,0.0218,7023156,PUCK
"Saba Capital Management, L.P.",569970,2021-09-29,0.0172,5540108,PUCK
