Holder,Shares,Date Reported,% Out,Value,ABV
SB Global Advisers Ltd,77434287,2021-09-29,0.0864,1413950080,BEKE
Lone Pine Capital Llc,30201786,2021-09-29,0.0337,551484612,BEKE
Morgan Stanley,21970325,2021-09-29,0.0245,401178134,BEKE
Baillie Gifford and Company,20836776,2021-09-29,0.0233,380479529,BEKE
Tybourne Capital Management (HK) Limited,16377113,2021-09-29,0.0183,299046083,BEKE
Blackrock Inc.,15242410,2021-09-29,0.017,278326406,BEKE
JP Morgan Chase & Company,11837756,2021-09-29,0.0132,216157424,BEKE
"Goldman Sachs Group, Inc.",10929756,2021-09-29,0.012199999999999999,199577344,BEKE
Greenwoods Asset Management Hong Kong Ltd.,9677947,2021-09-29,0.0108,176719312,BEKE
Krane Funds Advisors LLC,9101882,2021-09-29,0.0102,166200365,BEKE
