Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",12276240,2021-09-29,0.1378,648062709,NSA
Blackrock Inc.,12153577,2021-09-29,0.1365,641587329,NSA
State Street Corporation,3935565,2021-09-29,0.044199999999999996,207758476,NSA
Wasatch Advisors Inc,3263138,2021-09-29,0.0366,172261055,NSA
Invesco Ltd.,2331889,2021-09-29,0.0262,123100420,NSA
"Geode Capital Management, LLC",2307156,2021-09-29,0.0259,121794765,NSA
Nuveen Asset Management,1951360,2021-09-29,0.0219,103012294,NSA
"AllianceBernstein, L.P.",1591195,2021-09-29,0.0179,83999184,NSA
Thrivent Financial For Lutherans,1544073,2021-09-29,0.0173,81511613,NSA
Macquarie Group Limited,1483469,2021-09-29,0.0167,78312328,NSA
