Holder,Shares,Date Reported,% Out,Value,ABV
"Apollo Management Holdings, L.P.",129609000,2021-09-29,0.6171,1843039980,RXT
First Trust Advisors Lp,17688402,2021-09-29,0.0842,251529076,RXT
Mackenzie Financial Corporation,6124231,2021-09-29,0.0292,87086564,RXT
"Vanguard Group, Inc. (The)",3522822,2021-09-29,0.0168,50094528,RXT
Blackrock Inc.,3471804,2021-09-29,0.0165,49369052,RXT
"FMR, LLC",2259534,2021-09-29,0.0108,32130573,RXT
Norges Bank Investment Management,2068966,2020-12-30,0.009899999999999999,39434491,RXT
"Rice, Hall, James & Associates",1915284,2021-09-29,0.0091,27235338,RXT
Royal Bank of Canada,1877529,2021-09-29,0.0089,26698462,RXT
Truist Financial Corp,1671276,2021-09-29,0.008,23765544,RXT
