Holder,Shares,Date Reported,% Out,Value,ABV
Janus Henderson Group PLC,3234987,2021-09-29,0.09269999999999999,72301959,AKRO
"Redmile Group, LLC",2687444,2021-09-29,0.077,60064373,AKRO
Alkeon Capital Management LLC,2479671,2021-09-29,0.0711,55420646,AKRO
venBio Partners LLC,2200778,2021-09-29,0.06309999999999999,49187388,AKRO
"Wellington Management Group, LLP",1907328,2021-09-29,0.0547,42628780,AKRO
Blackrock Inc.,1866557,2021-09-29,0.0535,41717548,AKRO
"HHLR Advisors, LTD",1540465,2021-09-29,0.044199999999999996,34429392,AKRO
"Yiheng Capital Management, L.P.",1521190,2021-09-29,0.0436,33998596,AKRO
"Point72 Asset Management, L.P.",1398400,2021-09-29,0.0401,31254240,AKRO
State Street Corporation,1154101,2021-09-29,0.0331,25794157,AKRO
