Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,877819,2021-09-29,0.0241,14703468,DIAX
UBS Group AG,718933,2021-09-29,0.019799999999999998,12042127,DIAX
"Raymond James Financial Services Advisors, Inc.",679464,2021-09-29,0.0187,11381022,DIAX
"Guggenheim Capital, LLC",606845,2021-09-29,0.0167,10164653,DIAX
Invesco Ltd.,589867,2021-09-29,0.016200000000000003,9880272,DIAX
Wells Fargo & Company,573330,2021-09-29,0.0158,9603277,DIAX
Northwestern Mutual Wealth Management Company,545050,2021-09-29,0.015,9129587,DIAX
Oxbow Advisors,394409,2021-09-29,0.0108,6606350,DIAX
"1607 Capital Partners, LLC",298610,2021-09-29,0.008199999999999999,5001717,DIAX
Stifel Financial Corporation,287906,2021-09-29,0.0079,4822425,DIAX
